run_id,prompt_id,prompt_area,variant,score,passed,required_missing,forbidden_hits
stage8h_dpo_from_sft_v2,stage8_lora_definition_001,LoRA 定义与边界,stage8_dpo_from_v2_answer,1,False,parameter efficient; adapter; frozen base; not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_002,LoRA 定义与边界,stage8_dpo_from_v2_answer,1,False,lora; parameter efficient; frozen base; not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_003,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_004,LoRA 定义与边界,stage8_dpo_from_v2_answer,1,False,parameter efficient; adapter; frozen base; not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_005,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_006,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_007,LoRA 定义与边界,stage8_dpo_from_v2_answer,0,False,lora; parameter efficient; adapter; frozen base; not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_008,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_009,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_010,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_011,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_lora_definition_012,LoRA 定义与边界,stage8_dpo_from_v2_answer,4,True,not wireless,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_001,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,2,False,objective/data; relationship,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_002,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,2,False,objective/data; relationship,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_003,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,3,False,objective/data,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_004,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,3,False,objective/data,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_005,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,4,True,,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_006,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,3,False,objective/data,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_007,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,1,False,objective/data; lora method; relationship,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_008,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,2,False,,mutual exclusion
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_009,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,3,False,objective/data,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_010,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,2,False,objective/data; relationship,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_011,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,4,True,,
stage8h_dpo_from_sft_v2,stage8_sft_lora_relation_012,SFT 与 LoRA 关系,stage8_dpo_from_v2_answer,3,False,objective/data,
stage8h_dpo_from_sft_v2,stage8_dpo_vs_sft_001,DPO 与 SFT 区别,stage8_dpo_from_v2_answer,2,False,chosen rejected; sft first,
stage8h_dpo_from_sft_v2,stage8_dpo_vs_sft_002,DPO 与 SFT 区别,stage8_dpo_from_v2_answer,1,False,sft answer imitation; chosen rejected; sft first,
stage8h_dpo_from_sft_v2,stage8_dpo_vs_sft_003,DPO 与 SFT 区别,stage8_dpo_from_v2_answer,3,False,sft first,
stage8h_dpo_from_sft_v2,stage8_dpo_vs_sft_004,DPO 与 SFT 区别,stage8_dpo_from_v2_answer,3,False,sft first,
