run_id,prompt_id,prompt_area,variant,score,passed,required_missing,forbidden_hits
stage8f_sft_v3,stage8_lora_definition_001,LoRA 定义与边界,stage8_sft_v3_answer,2,False,parameter efficient; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_002,LoRA 定义与边界,stage8_sft_v3_answer,1,False,parameter efficient; adapter; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_003,LoRA 定义与边界,stage8_sft_v3_answer,1,False,parameter efficient; adapter; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_004,LoRA 定义与边界,stage8_sft_v3_answer,4,True,not wireless,
stage8f_sft_v3,stage8_lora_definition_005,LoRA 定义与边界,stage8_sft_v3_answer,2,False,parameter efficient; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_006,LoRA 定义与边界,stage8_sft_v3_answer,2,False,parameter efficient; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_007,LoRA 定义与边界,stage8_sft_v3_answer,1,False,parameter efficient; adapter; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_008,LoRA 定义与边界,stage8_sft_v3_answer,2,False,adapter; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_009,LoRA 定义与边界,stage8_sft_v3_answer,1,False,parameter efficient; adapter; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_010,LoRA 定义与边界,stage8_sft_v3_answer,4,True,not wireless,
stage8f_sft_v3,stage8_lora_definition_011,LoRA 定义与边界,stage8_sft_v3_answer,2,False,adapter; frozen base; not wireless,
stage8f_sft_v3,stage8_lora_definition_012,LoRA 定义与边界,stage8_sft_v3_answer,2,False,adapter; frozen base; not wireless,
stage8f_sft_v3,stage8_sft_lora_relation_001,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_002,SFT 与 LoRA 关系,stage8_sft_v3_answer,2,False,objective/data; relationship,
stage8f_sft_v3,stage8_sft_lora_relation_003,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_004,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_005,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_006,SFT 与 LoRA 关系,stage8_sft_v3_answer,4,True,,
stage8f_sft_v3,stage8_sft_lora_relation_007,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_008,SFT 与 LoRA 关系,stage8_sft_v3_answer,4,True,,
stage8f_sft_v3,stage8_sft_lora_relation_009,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_010,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_011,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_sft_lora_relation_012,SFT 与 LoRA 关系,stage8_sft_v3_answer,3,False,objective/data,
stage8f_sft_v3,stage8_dpo_vs_sft_001,DPO 与 SFT 区别,stage8_sft_v3_answer,2,False,chosen rejected; sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_002,DPO 与 SFT 区别,stage8_sft_v3_answer,2,False,chosen rejected; sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_003,DPO 与 SFT 区别,stage8_sft_v3_answer,3,False,sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_004,DPO 与 SFT 区别,stage8_sft_v3_answer,0,False,chosen rejected; sft first,data protection
stage8f_sft_v3,stage8_dpo_vs_sft_005,DPO 与 SFT 区别,stage8_sft_v3_answer,2,False,chosen rejected; sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_006,DPO 与 SFT 区别,stage8_sft_v3_answer,3,False,sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_007,DPO 与 SFT 区别,stage8_sft_v3_answer,2,False,chosen rejected; sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_008,DPO 与 SFT 区别,stage8_sft_v3_answer,3,False,sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_009,DPO 与 SFT 区别,stage8_sft_v3_answer,2,False,chosen rejected; sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_010,DPO 与 SFT 区别,stage8_sft_v3_answer,3,False,sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_011,DPO 与 SFT 区别,stage8_sft_v3_answer,3,False,sft first,
stage8f_sft_v3,stage8_dpo_vs_sft_012,DPO 与 SFT 区别,stage8_sft_v3_answer,2,False,chosen rejected; sft first,
stage8f_sft_v3,stage8_public_sft_motivation_001,public-SFT 诊断价值,stage8_sft_v3_answer,3,False,not fixed,
stage8f_sft_v3,stage8_public_sft_motivation_002,public-SFT 诊断价值,stage8_sft_v3_answer,2,False,not fixed; stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_003,public-SFT 诊断价值,stage8_sft_v3_answer,3,False,stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_004,public-SFT 诊断价值,stage8_sft_v3_answer,2,False,not fixed; stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_005,public-SFT 诊断价值,stage8_sft_v3_answer,3,False,stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_006,public-SFT 诊断价值,stage8_sft_v3_answer,3,False,not fixed,
stage8f_sft_v3,stage8_public_sft_motivation_007,public-SFT 诊断价值,stage8_sft_v3_answer,2,False,not fixed; stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_008,public-SFT 诊断价值,stage8_sft_v3_answer,2,False,not fixed; stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_009,public-SFT 诊断价值,stage8_sft_v3_answer,3,False,stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_010,public-SFT 诊断价值,stage8_sft_v3_answer,4,True,,
stage8f_sft_v3,stage8_public_sft_motivation_011,public-SFT 诊断价值,stage8_sft_v3_answer,2,False,not fixed; stage2b,
stage8f_sft_v3,stage8_public_sft_motivation_012,public-SFT 诊断价值,stage8_sft_v3_answer,2,False,not fixed; stage2b,
stage8f_sft_v3,stage8_data_pipeline_001,自采集技术数据管线,stage8_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8f_sft_v3,stage8_data_pipeline_002,自采集技术数据管线,stage8_sft_v3_answer,3,False,clean; dedup filter,
stage8f_sft_v3,stage8_data_pipeline_003,自采集技术数据管线,stage8_sft_v3_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8f_sft_v3,stage8_data_pipeline_004,自采集技术数据管线,stage8_sft_v3_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8f_sft_v3,stage8_data_pipeline_005,自采集技术数据管线,stage8_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8f_sft_v3,stage8_data_pipeline_006,自采集技术数据管线,stage8_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8f_sft_v3,stage8_data_pipeline_007,自采集技术数据管线,stage8_sft_v3_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8f_sft_v3,stage8_data_pipeline_008,自采集技术数据管线,stage8_sft_v3_answer,2,False,source metadata; clean; dedup filter,
stage8f_sft_v3,stage8_data_pipeline_009,自采集技术数据管线,stage8_sft_v3_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8f_sft_v3,stage8_data_pipeline_010,自采集技术数据管线,stage8_sft_v3_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8f_sft_v3,stage8_data_pipeline_011,自采集技术数据管线,stage8_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8f_sft_v3,stage8_data_pipeline_012,自采集技术数据管线,stage8_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8f_sft_v3,stage8_loss_behavior_001,loss 与行为验收,stage8_sft_v3_answer,5,True,,
stage8f_sft_v3,stage8_loss_behavior_002,loss 与行为验收,stage8_sft_v3_answer,2,False,not sufficient; fixed behavior; badcase regression,
stage8f_sft_v3,stage8_loss_behavior_003,loss 与行为验收,stage8_sft_v3_answer,2,False,not sufficient; fixed behavior; badcase regression,
stage8f_sft_v3,stage8_loss_behavior_004,loss 与行为验收,stage8_sft_v3_answer,3,False,fixed behavior; badcase regression,
stage8f_sft_v3,stage8_loss_behavior_005,loss 与行为验收,stage8_sft_v3_answer,4,True,not sufficient,
stage8f_sft_v3,stage8_loss_behavior_006,loss 与行为验收,stage8_sft_v3_answer,5,True,,
stage8f_sft_v3,stage8_loss_behavior_007,loss 与行为验收,stage8_sft_v3_answer,1,False,loss signal; not sufficient; badcase regression; project example,
stage8f_sft_v3,stage8_loss_behavior_008,loss 与行为验收,stage8_sft_v3_answer,5,True,,
stage8f_sft_v3,stage8_loss_behavior_009,loss 与行为验收,stage8_sft_v3_answer,2,False,not sufficient; fixed behavior; badcase regression,
stage8f_sft_v3,stage8_loss_behavior_010,loss 与行为验收,stage8_sft_v3_answer,4,True,not sufficient,
stage8f_sft_v3,stage8_loss_behavior_011,loss 与行为验收,stage8_sft_v3_answer,4,True,not sufficient,
stage8f_sft_v3,stage8_loss_behavior_012,loss 与行为验收,stage8_sft_v3_answer,3,False,not sufficient; fixed behavior,
stage8f_sft_v3,stage8_behavior_eval_001,固定 Prompt 与扩展评测,stage8_sft_v3_answer,0,False,fixed comparable; expanded heldout; scoring; regression,
stage8f_sft_v3,stage8_behavior_eval_002,固定 Prompt 与扩展评测,stage8_sft_v3_answer,2,False,expanded heldout; scoring,
stage8f_sft_v3,stage8_behavior_eval_003,固定 Prompt 与扩展评测,stage8_sft_v3_answer,3,True,expanded heldout,
stage8f_sft_v3,stage8_behavior_eval_004,固定 Prompt 与扩展评测,stage8_sft_v3_answer,2,False,scoring; regression,
stage8f_sft_v3,stage8_behavior_eval_005,固定 Prompt 与扩展评测,stage8_sft_v3_answer,2,False,scoring; regression,
stage8f_sft_v3,stage8_behavior_eval_006,固定 Prompt 与扩展评测,stage8_sft_v3_answer,2,False,scoring; regression,
stage8f_sft_v3,stage8_behavior_eval_007,固定 Prompt 与扩展评测,stage8_sft_v3_answer,1,False,fixed comparable; scoring; regression,
stage8f_sft_v3,stage8_behavior_eval_008,固定 Prompt 与扩展评测,stage8_sft_v3_answer,3,True,scoring,
stage8f_sft_v3,stage8_behavior_eval_009,固定 Prompt 与扩展评测,stage8_sft_v3_answer,2,False,expanded heldout; scoring,
